id,text_pantun,baris_sampiran,baris_isi,skema_rima,suku_kata_baris_1,suku_kata_baris_2,suku_kata_baris_3,suku_kata_baris_4,jumlah_kata_baris_1,jumlah_kata_baris_2,jumlah_kata_baris_3,jumlah_kata_baris_4
98,air di dalam tambah dalam\nhujan di hulu belum juga teduh\nhati ini dendam bertambah dendam\ndendam dahulu belum juga sembuh,air di dalam tambah dalam\nhujan di hulu belum juga teduh,hati ini dendam bertambah dendam\ndendam dahulu belum juga sembuh,a-b-a-b,9,11,11,11,5,6,5,5
99,air di kendi jernih dan wangi\nairnya jarang orang menikmati\nkita berbudi orang sanjungi\nbudinya orang kita hormati,air di kendi jernih dan wangi\nairnya jarang orang menikmati,kita berbudi orang sanjungi\nbudinya orang kita hormati,a-a-a-a,10,10,10,10,6,4,4,4
100,Air hujan jatuh ke sawah\nMenyuburkan padi di ladang\nJika usaha jangan lengah\nCita tinggi bukan sekadar bayang,Air hujan jatuh ke sawah\nMenyuburkan padi di ladang,Jika usaha jangan lengah\nCita tinggi bukan sekadar bayang,a-b-a-b,9,9,9,11,5,4,4,5
101,Air hujan jatuh ke sawah\nMenyuburkan padi menghijau luas\nJika usaha jangan lengah\nCita tinggi pasti terlepas,Air hujan jatuh ke sawah\nMenyuburkan padi menghijau luas,Jika usaha jangan lengah\nCita tinggi pasti terlepas,a-b-a-b,9,11,9,9,5,4,4,4
102,Air hujan membasahi bumi\nTumbuh subur tanaman padi\nJika ingin hidup diberkahi\nSyukuri nikmat setiap hari,Air hujan membasahi bumi\nTumbuh subur tanaman padi,Jika ingin hidup diberkahi\nSyukuri nikmat setiap hari,a-a-a-a,10,9,10,10,4,4,4,4
103,Air hujan turun ke bumi\nMenyuburkan tanah yang kering\nJika rajin membina diri\nLangkah hidup makin cemerlang dan bening,Air hujan turun ke bumi\nMenyuburkan tanah yang kering,Jika rajin membina diri\nLangkah hidup makin cemerlang dan bening,a-b-a-b,9,9,9,12,5,4,4,6
104,Air hujan turun ke bumi\nMenyuburkan tanah yang kering\nJika rajin memperbaiki diri\nHidup terasa ringan dan bening,Air hujan turun ke bumi\nMenyuburkan tanah yang kering,Jika rajin memperbaiki diri\nHidup terasa ringan dan bening,a-b-a-b,9,9,10,10,5,4,4,5
105,Air hujan turun ke ladang\nMenyuburkan padi di sawah\nJika hidup ingin tenang\nJangan suka mencari salah,Air hujan turun ke ladang\nMenyuburkan padi di sawah,Jika hidup ingin tenang\nJangan suka mencari salah,a-b-a-b,9,9,8,9,5,4,4,4
106,Air hujan turun ke sawah\nMenyuburkan padi di bendang\nJika hidup ingin berkah\nJangan lupa tangan menolong orang,Air hujan turun ke sawah\nMenyuburkan padi di bendang,Jika hidup ingin berkah\nJangan lupa tangan menolong orang,a-b-a-b,9,9,8,11,5,4,4,5
107,Air jernih beriak tenang\nMenyusur batu ke muara biru\nJika cinta tidak terhalang\nMengapa duka sering menyaru,Air jernih beriak tenang\nMenyusur batu ke muara biru,Jika cinta tidak terhalang\nMengapa duka sering menyaru,a-b-a-b,9,11,9,10,4,5,4,4
108,Air jernih dari perigi\nDitimba dara waktu pagi\nJika hati mahu suci\nBersihkan niat dalam diri,Air jernih dari perigi\nDitimba dara waktu pagi,Jika hati mahu suci\nBersihkan niat dalam diri,a-a-a-a,9,9,8,9,4,4,4,4
109,Air jernih di dalam kendi\nDiminum saat terasa haus\nJika hidup ingin berarti\nIsi waktu dengan hal yang bagus,Air jernih di dalam kendi\nDiminum saat terasa haus,Jika hidup ingin berarti\nIsi waktu dengan hal yang bagus,a-b-a-b,9,10,9,10,5,4,4,6
110,Air jernih di dalam sumur\nTampak dasar penuh bebatuan\nJika ingin hidup teratur\nBiasakan disiplin dan kesopanan,Air jernih di dalam sumur\nTampak dasar penuh bebatuan,Jika ingin hidup teratur\nBiasakan disiplin dan kesopanan,a-b-a-b,9,10,9,12,5,4,4,4
111,Air jernih di lubuk sepi\nIkan berkelip bermain cahaya\nJika iman menyuluh hati\nGelap nafsu sirna selamanya,Air jernih di lubuk sepi\nIkan berkelip bermain cahaya,Jika iman menyuluh hati\nGelap nafsu sirna selamanya,a-b-a-b,9,11,9,10,5,4,4,4
112,Air jernih mengalir ke muara\nMenyentuh batu tanpa bersuara\nJika cinta bukan sementara\nMengapa luka terus membara,Air jernih mengalir ke muara\nMenyentuh batu tanpa bersuara,Jika cinta bukan sementara\nMengapa luka terus membara,a-a-a-a,11,11,10,10,5,4,4,4
113,Air jernih mengalir ke muara\nMenyentuh pasir di hujung desa\nJika benar tutur bicara\nSejuklah hati yang mendengarnya,Air jernih mengalir ke muara\nMenyentuh pasir di hujung desa,Jika benar tutur bicara\nSejuklah hati yang mendengarnya,a-a-a-a,11,10,9,10,5,5,4,4
114,Air jernih mengalir tenang\nMenyusur batu menuju muara\nJika santun menjadi tunjang\nIndah tutur lembut berbicara,Air jernih mengalir tenang\nMenyusur batu menuju muara,Jika santun menjadi tunjang\nIndah tutur lembut berbicara,a-b-a-b,9,11,9,10,4,4,4,4
115,"Air kemasan mereknya Aqua\nMinum setengah, simpan di wadah\nSiapa pun orang hidup bertakwa\nCerita akhirnya selalu indah","Air kemasan mereknya Aqua\nMinum setengah, simpan di wadah",Siapa pun orang hidup bertakwa\nCerita akhirnya selalu indah,a-b-a-b,11,10,11,11,4,5,5,4
116,Air laut berombak kecil\nPerahu layar menuju seberang\nJika niat jangan kerdil\nCita tinggi bukan halang,Air laut berombak kecil\nPerahu layar menuju seberang,Jika niat jangan kerdil\nCita tinggi bukan halang,a-b-a-b,9,11,8,8,4,4,4,4
117,air laut memantulkan cahaya\nangin asin menyentuh wajah\ncintamu jujur tanpa banyak gaya\nnamun dalam dan tak mudah patah,air laut memantulkan cahaya\nangin asin menyentuh wajah,cintamu jujur tanpa banyak gaya\nnamun dalam dan tak mudah patah,a-b-a-b,11,9,11,10,4,4,5,6
118,Air laut pasang ke pantai\nOmbaknya kecil menyentuh pasir\nJika hati ingin pandai\nRajin membaca setiap tafsir,Air laut pasang ke pantai\nOmbaknya kecil menyentuh pasir,Jika hati ingin pandai\nRajin membaca setiap tafsir,a-b-a-b,9,10,8,10,5,4,4,4
119,Air laut pasang perlahan\nMenyentuh pasir di pesisir\nJika janji jadi pegangan\nHubungan kekal takkan terpinggir,Air laut pasang perlahan\nMenyentuh pasir di pesisir,Jika janji jadi pegangan\nHubungan kekal takkan terpinggir,a-b-a-b,9,9,9,10,4,4,4,4
120,air mata jatuh berderai\nkarena menonton film korea\nsebelum materi aku mulai\nmarilah serentak mengucap doa,air mata jatuh berderai\nkarena menonton film korea,sebelum materi aku mulai\nmarilah serentak mengucap doa,a-b-a-b,9,10,10,11,4,4,4,4
121,air melurut ke tepian mandi\nkembang berseri bunga senduduk\nelok diturut resmi padi\nsemakin berisi semakin tunduk,air melurut ke tepian mandi\nkembang berseri bunga senduduk,elok diturut resmi padi\nsemakin berisi semakin tunduk,a-b-a-b,11,10,9,11,5,4,4,4
122,Air memancar di bawah keran\nBapak mengaduk sebuah adonan\nMarilah bersama belajar Quran\nSupaya hidup mendapat tuntunan,Air memancar di bawah keran\nBapak mengaduk sebuah adonan,Marilah bersama belajar Quran\nSupaya hidup mendapat tuntunan,a-a-a-a,10,11,11,11,5,4,4,4
123,air memancar terkena kaca\ndatang tamu tadi malam\nrajin belajar rajin membaca\nsupaya ilmu semakin dalam,air memancar terkena kaca\ndatang tamu tadi malam,rajin belajar rajin membaca\nsupaya ilmu semakin dalam,a-b-a-b,10,8,10,10,4,4,4,4
124,air mendidih di bejana merah\ndinginkan ia dengan batu es\njangan sering bolong sekolah\njika di masa depan ingin sukses,air mendidih di bejana merah\ndinginkan ia dengan batu es,jangan sering bolong sekolah\njika di masa depan ingin sukses,a-b-a-b,11,10,9,11,5,5,4,6
125,Air mengalir dari hulu\nSinggah beriak di celah batu\nIlmu dicari sepanjang waktu\nAgar terang jalan hidupmu,Air mengalir dari hulu\nSinggah beriak di celah batu,Ilmu dicari sepanjang waktu\nAgar terang jalan hidupmu,a-a-a-a,9,10,10,9,4,5,4,4
126,Air mengalir dari hulu\nSinggah sebentar di batu karang\nJika budi sentiasa dipalu\nHarumlah nama dikenang orang,Air mengalir dari hulu\nSinggah sebentar di batu karang,Jika budi sentiasa dipalu\nHarumlah nama dikenang orang,a-b-a-b,9,10,11,10,4,5,4,4
127,air mengalir dari keran\nmengisi kolam tempak ikan\nmari kita menghafal al quran\npahala besar sudah disediakan,air mengalir dari keran\nmengisi kolam tempak ikan,mari kita menghafal al quran\npahala besar sudah disediakan,a-a-a-a,9,9,10,12,4,4,5,4
128,air mengalir gelas tumpah\nmata ngantuk badan lelah\njangan suka buang sampah\nnanti kotor lingkungan sekolah,air mengalir gelas tumpah\nmata ngantuk badan lelah,jangan suka buang sampah\nnanti kotor lingkungan sekolah,a-a-a-a,9,8,8,10,4,4,4,4
129,Air mengalir jernih di kali\nRiaknya indah memecah sunyi\nHanya padamu kasih kuberi\nCinta sejati sepanjang hari,Air mengalir jernih di kali\nRiaknya indah memecah sunyi,Hanya padamu kasih kuberi\nCinta sejati sepanjang hari,a-a-a-a,10,10,10,10,5,4,4,4
130,Air mengalir ke muara\nBatu kecil menghalang arus\nHidup bersama perlu bersuara\nMusyawarah jadi jalan lurus,Air mengalir ke muara\nBatu kecil menghalang arus,Hidup bersama perlu bersuara\nMusyawarah jadi jalan lurus,a-b-a-b,9,9,11,10,4,4,4,4
131,Air mengalir ke muara\nIkan berenang riang sekali\nJika hati ingin bahagia\nJangan suka menyakiti hati,Air mengalir ke muara\nIkan berenang riang sekali,Jika hati ingin bahagia\nJangan suka menyakiti hati,a-b-a-b,9,10,10,10,4,4,4,4
132,air mengucur dari talang\nayang jago miliki taji\nibuku senang tiada kepalang\njika aku pandai mengaji,air mengucur dari talang\nayang jago miliki taji,ibuku senang tiada kepalang\njika aku pandai mengaji,a-b-a-b,9,9,11,9,4,4,4,4
133,Air muara berombak halus\nPerahu dagang menuju seberang\nJika usaha sentiasa tulus\nRezeki hadir tanpa terhalang,Air muara berombak halus\nPerahu dagang menuju seberang,Jika usaha sentiasa tulus\nRezeki hadir tanpa terhalang,a-b-a-b,10,11,11,10,4,4,4,4
134,Air muara berombak halus\nPerahu kecil menuju seberang\nJika cinta benar dan tulus\nMengapa janji mudah terbuang,Air muara berombak halus\nPerahu kecil menuju seberang,Jika cinta benar dan tulus\nMengapa janji mudah terbuang,a-b-a-b,10,11,9,10,4,4,5,4
135,Air muara tenang beriak\nMemantul cahaya rembulan purnama\nJika sabar jadi tapak\nTeguhlah langkah meniti cita,Air muara tenang beriak\nMemantul cahaya rembulan purnama,Jika sabar jadi tapak\nTeguhlah langkah meniti cita,a-b-a-b,10,12,8,10,4,4,4,4
136,air panas bikin melepuh\nair dingin tibatiba beku\nsesulit apapun jalan kan kutempuh\ndemi adik pujaan hatiku,air panas bikin melepuh\nair dingin tibatiba beku,sesulit apapun jalan kan kutempuh\ndemi adik pujaan hatiku,a-b-a-b,9,10,12,10,4,4,5,4
137,air panas sudah mendidih\nuntuk memasak roti garut\nhati ini rasanya sedih\njika kamu terus cemberut,air panas sudah mendidih\nuntuk memasak roti garut,hati ini rasanya sedih\njika kamu terus cemberut,a-b-a-b,9,9,9,9,4,4,4,4
138,air pancuran jatuh berbusa\nbukit indah di atas kepala\norang pacaran mendapat dosa\norang menikah dapat pahala,air pancuran jatuh berbusa\nbukit indah di atas kepala,orang pacaran mendapat dosa\norang menikah dapat pahala,a-a-a-a,10,10,10,10,4,5,4,4
139,air pandan disapu sapu\njanganlah kena diri sendiri\nwalaupun tuan diburu waktu\njanganlah lupa sarapan pagi,air pandan disapu sapu\njanganlah kena diri sendiri,walaupun tuan diburu waktu\njanganlah lupa sarapan pagi,a-b-a-b,9,10,10,10,4,4,4,4
140,Air pasang ke hulu sungai\nSampan kecil ditambat tali\nJika janji sudah disemai\nPeliharalah sampai ke mati,Air pasang ke hulu sungai\nSampan kecil ditambat tali,Jika janji sudah disemai\nPeliharalah sampai ke mati,a-b-a-b,9,9,9,10,5,4,4,4
141,Air pasang menuju kuala\nPerahu kecil berlabuh tenang\nJika janji sudah bermula\nPegang teguh jangan hilang,Air pasang menuju kuala\nPerahu kecil berlabuh tenang,Jika janji sudah bermula\nPegang teguh jangan hilang,a-b-a-b,10,10,9,8,4,4,4,4
142,Air pasang singgahlah dulu\nDapatlah berhenti di pulau karang\nHatiku bimbang bertambah pilu\nIngat kekasih di rantau orang,Air pasang singgahlah dulu\nDapatlah berhenti di pulau karang,Hatiku bimbang bertambah pilu\nIngat kekasih di rantau orang,a-b-a-b,9,11,10,10,4,5,4,5
143,Air payau di muara sungai\nBercampur arus dari lautan\nJika hidup ingin damai\nJauhi sikap penuh kebencian,Air payau di muara sungai\nBercampur arus dari lautan,Jika hidup ingin damai\nJauhi sikap penuh kebencian,a-b-a-b,10,9,8,11,5,4,4,4
144,Air perigi ditimba pagi\nDisimpan dalam kendi lama\nJika hidup ingin terpuji\nJaga sopan dalam berbicara,Air perigi ditimba pagi\nDisimpan dalam kendi lama,Jika hidup ingin terpuji\nJaga sopan dalam berbicara,a-b-a-b,10,9,9,10,4,4,4,4
145,Air perigi ditimba petang\nDisimpan dalam tempayan tua\nJika hidup ingin dikenang\nBuat baik sepanjang usia,Air perigi ditimba petang\nDisimpan dalam tempayan tua,Jika hidup ingin dikenang\nBuat baik sepanjang usia,a-b-a-b,10,10,9,10,4,4,4,4
146,air santan jatuh menetes\nsisa santan jangan dibuang\njika ingin hidup sukses\nterus berusaha tetap berjuang,air santan jatuh menetes\nsisa santan jangan dibuang,jika ingin hidup sukses\nterus berusaha tetap berjuang,a-b-a-b,9,9,8,11,4,4,4,4
147,Air segelas tolong ambilkan\nAir matang untuk sang Uwa\nAjaran puasa ayo kerjakan\nRaih pahala menggapai takwa,Air segelas tolong ambilkan\nAir matang untuk sang Uwa,Ajaran puasa ayo kerjakan\nRaih pahala menggapai takwa,a-b-a-b,10,9,11,10,4,5,4,4
148,Air sungai mengalir deras\nBatu di dasar tampak jelas\nJika niat sudah ikhlas\nLangkah hidup terasa puas,Air sungai mengalir deras\nBatu di dasar tampak jelas,Jika niat sudah ikhlas\nLangkah hidup terasa puas,a-a-a-a,9,9,8,9,4,5,4,4
149,Air sungai mengalir deras\nMelewati batu dan karang\nJika niat sudah lurus dan ikhlas\nTuhan mudahkan jalan yang panjang,Air sungai mengalir deras\nMelewati batu dan karang,Jika niat sudah lurus dan ikhlas\nTuhan mudahkan jalan yang panjang,a-b-a-b,9,9,11,10,4,4,6,5
150,Air sungai mengalir deras\nMelewati batu dan titi\nJika niat sudah ikhlas\nTuhan dekat dalam hati,Air sungai mengalir deras\nMelewati batu dan titi,Jika niat sudah ikhlas\nTuhan dekat dalam hati,a-b-a-b,9,9,8,8,4,4,4,4
151,Air sungai mengalir deras\nMenyusuri batu sepanjang titi\nJika hidup ingin ikhlas\nBuang jauh rasa dengki,Air sungai mengalir deras\nMenyusuri batu sepanjang titi,Jika hidup ingin ikhlas\nBuang jauh rasa dengki,a-b-a-b,9,11,8,8,4,4,4,4
152,Air sungai mengalir jernih\nIkan kecil berenang bebas\nJika hati ingin bersih\nJauhkan niat yang tidak ikhlas,Air sungai mengalir jernih\nIkan kecil berenang bebas,Jika hati ingin bersih\nJauhkan niat yang tidak ikhlas,a-b-a-b,9,9,8,10,4,4,4,5
153,Air sungai mengalir ke muara\nRiaknya halus menyentuh batu\nJika cinta bukan sengketa\nMengapa kita jadi membeku,Air sungai mengalir ke muara\nRiaknya halus menyentuh batu,Jika cinta bukan sengketa\nMengapa kita jadi membeku,a-b-a-b,11,10,9,10,5,4,4,4
154,Air sungai mengalir perlahan\nMenyusur batu menuju hulu\nJika cinta bukan beban\nMengapa engkau memilih berlalu,Air sungai mengalir perlahan\nMenyusur batu menuju hulu,Jika cinta bukan beban\nMengapa engkau memilih berlalu,a-b-a-b,10,10,8,11,4,4,4,4
155,Air sungai mengalir perlahan\nMenyusur batu menuju muara\nJika kasih tidak tertahan\nMengapa diam jadi bicara,Air sungai mengalir perlahan\nMenyusur batu menuju muara,Jika kasih tidak tertahan\nMengapa diam jadi bicara,a-b-a-b,10,11,9,10,4,4,4,4
156,Air sungai mengalir perlahan\nMenyusuri batu menuju muara\nJika niat lurus tujuan\nSegala usaha berbuah nyata,Air sungai mengalir perlahan\nMenyusuri batu menuju muara,Jika niat lurus tujuan\nSegala usaha berbuah nyata,a-b-a-b,10,12,9,11,4,4,4,4
157,Air sungai mengalir tenang\nMenyusur batu di tepi titi\nJika ingin hati lapang\nBanyakkan syukur dalam diri,Air sungai mengalir tenang\nMenyusur batu di tepi titi,Jika ingin hati lapang\nBanyakkan syukur dalam diri,a-b-a-b,9,10,8,9,4,5,4,4
158,air sungai tenang di hulu\nbatunya besar dan juga cadas\nmantannya udah ke penghulu\ndia masih sibuk tak jelas,air sungai tenang di hulu\nbatunya besar dan juga cadas,mantannya udah ke penghulu\ndia masih sibuk tak jelas,a-b-a-b,9,10,9,9,5,5,4,5
159,Air surut memungut bayam\nSayur diisi ke dalam kantung\nJangan diikuti tabiat ayam\nBertelur sebiji riuh sekampung,Air surut memungut bayam\nSayur diisi ke dalam kantung,Jangan diikuti tabiat ayam\nBertelur sebiji riuh sekampung,a-b-a-b,9,10,11,11,4,5,4,4
160,air tajin diminum kuda\nbarang bekal telah dibawa\nsiapa yang rajin di waktu muda\nhidup bahagia ketika tua,air tajin diminum kuda\nbarang bekal telah dibawa,siapa yang rajin di waktu muda\nhidup bahagia ketika tua,a-a-a-a,9,9,11,11,4,4,6,4
161,air tajin menyiram talas\nmembeli bumbu duitnya di laci\nhiduplah rajin jangan malas\norang malas banyak yang benci,air tajin menyiram talas\nmembeli bumbu duitnya di laci,hiduplah rajin jangan malas\norang malas banyak yang benci,a-b-a-b,9,11,9,9,4,5,4,5
162,air tak hanya ada di gelas\ndi teko ada air selalu\nguru tak hanya ada di kelas\npengalaman pun juga gurumu,air tak hanya ada di gelas\ndi teko ada air selalu,guru tak hanya ada di kelas\npengalaman pun juga gurumu,a-b-a-b,10,10,10,10,6,5,6,4
163,Air tasik tenang beralun\nMemantul cahaya mentari pagi\nJika hidup ingin tersusun\nAtur langkah dengan strategi,Air tasik tenang beralun\nMemantul cahaya mentari pagi,Jika hidup ingin tersusun\nAtur langkah dengan strategi,a-b-a-b,9,11,9,9,4,4,4,4
164,Air telaga ditimba petang\nDisimpan dalam kendi tua\nJika ingin hidup dikenang\nBudi baik jadi pusaka,Air telaga ditimba petang\nDisimpan dalam kendi tua,Jika ingin hidup dikenang\nBudi baik jadi pusaka,a-b-a-b,10,9,9,9,4,4,4,4
165,Air telaga jernih berkilau\nMemantul cahaya bulan purnama\nJika tutur jangan melampau\nBicara sopan sepanjang masa,Air telaga jernih berkilau\nMemantul cahaya bulan purnama,Jika tutur jangan melampau\nBicara sopan sepanjang masa,a-b-a-b,10,11,9,10,4,4,4,4
166,Air telaga jernih sekali\nTempat mandi anak desa\nJika hidup ingin berseri\nJauhkan diri dari dosa,Air telaga jernih sekali\nTempat mandi anak desa,Jika hidup ingin berseri\nJauhkan diri dari dosa,a-b-a-b,10,8,9,9,4,4,4,4
167,Air tenang di teluk sepi\nIkan berenang memecah cahaya\nJika santun menghias diri\nIndah budi dipandang mulia,Air tenang di teluk sepi\nIkan berenang memecah cahaya,Jika santun menghias diri\nIndah budi dipandang mulia,a-b-a-b,9,11,9,10,5,4,4,4
168,air tergenang dilempar batu\nketika dilempar menjadi keruh\naku sangat mencintai dirimu\nmeski kita berpisah jauh,air tergenang dilempar batu\nketika dilempar menjadi keruh,aku sangat mencintai dirimu\nmeski kita berpisah jauh,a-b-a-b,10,11,10,9,4,4,4,4
169,air tidak hanya ada di gelas\ndi teko pun ada air selalu\npengajar bukan hanya di kelas\npengalaman pun juga gurumu,air tidak hanya ada di gelas\ndi teko pun ada air selalu,pengajar bukan hanya di kelas\npengalaman pun juga gurumu,a-b-a-b,11,11,10,10,6,6,5,4
170,air tumpah dari gelasnya\nbasah pula baju teman\nbuanglah sampah pada tempatnya\nlingkungan bersih terasa nyaman,air tumpah dari gelasnya\nbasah pula baju teman,buanglah sampah pada tempatnya\nlingkungan bersih terasa nyaman,a-b-a-b,9,8,10,10,4,4,4,4
171,air yang panas di dalam teko\nlangsung dituang ke gelas itu\ndi hari libur aku ke toko\nbersama ayah membeli buku,air yang panas di dalam teko\nlangsung dituang ke gelas itu,di hari libur aku ke toko\nbersama ayah membeli buku,a-b-a-b,10,10,10,10,6,5,6,4
172,Ajak anak ke Slovenia\nTiba di sana membeli kembang\nBelajar banyak ilmu dunia\nIlmu agama harus seimbang,Ajak anak ke Slovenia\nTiba di sana membeli kembang,Belajar banyak ilmu dunia\nIlmu agama harus seimbang,a-b-a-b,9,10,10,10,4,5,4,4
173,ajak pacar pergi ke restoran\nbertemu mantan yang sekarang teman\nhati bingung dan gak karuan\nternyata mantan minta balikan,ajak pacar pergi ke restoran\nbertemu mantan yang sekarang teman,hati bingung dan gak karuan\nternyata mantan minta balikan,a-a-a-a,10,11,9,10,5,5,5,4
174,akar keladi melilit selasih\nselasih tumbuh di hujung taman\nkalungan budi junjungan kasih\nmesra kenangan sepanjang zaman,akar keladi melilit selasih\nselasih tumbuh di hujung taman,kalungan budi junjungan kasih\nmesra kenangan sepanjang zaman,a-b-a-b,11,10,10,10,4,5,4,4
175,akhir pekan pergi berkemah\nmasak nasi masihlah mentah\ndengarlah wahai para muslimah\nbelajarlah taat pada perintah,akhir pekan pergi berkemah\nmasak nasi masihlah mentah,dengarlah wahai para muslimah\nbelajarlah taat pada perintah,a-a-a-a,9,9,10,11,4,4,4,4
