no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5
37,313,Pantun kiasan dan peribahasa,"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati","Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati","Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati",Sailor2,few_shot,Hasil Few-shot,"Mutiara nasihat selamanya diingati,
Kebajikan abadi seperti cahaya matahari.",2,2,0,0.530405,0.000000,15,17,10,9,8,
89,4028,Pantun jenaka,"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung","memetik bunga di tepi rawa
sambil mendengar kicauan burung","terbahakbahak itik tertawa
melihat monyet memakai sarung",Sailor2,few_shot,Hasil Few-shot,"Itik tertawa riang sekali,
Melihat monyet lucu berpakaian sarung.",2,2,0,0.852344,0.714286,10,13,10,10,1,
75,1347,Pantun kebangsaan,"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa","Bunga kenanga mekar berseri
Harumnya halus menawan rasa","Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa",Sailor2,few_shot,Hasil Few-shot,"Kupu-kupu indah di taman firdaus,
Budi pekerti mulia ciptakan maruah abadi.",2,2,0,0.586887,0.125000,12,17,10,11,5,
48,1170,Pantun cinta dan kasih,"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih
Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih","Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih","Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih",Sailor2,few_shot,Hasil Few-shot,"Lentera asmara tetap menyala terang,
Menghangatkan hati di setiap malam sepi.",2,2,0,0.674969,0.000000,13,14,10,10,3,
42,1635,Pantun cinta dan kasih,"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Burung merpati terbang berdua
Menyusuri awan indah berlapis","Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis",Sailor2,few_shot,Hasil Few-shot,"Lautan kasih mengalir tanpa henti,
Dalam hati dua jiwa yang sejiwa.",2,2,0,1.000000,0.111111,11,12,10,10,0,
83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu","jika nanti kita berpisah
jangan pernah lupakan aku",Sailor2,few_shot,Hasil Few-shot,"Detik berpisah janganlah lupa,
Ingatan teman selalu di jiwa.",2,2,0,1.000000,0.166667,10,11,9,9,0,
50,1442,Pantun persahabatan,"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Bunga tanjung di halaman
Harumnya semerbak kala senja","Jika ingin dihormati teman
Bersikap rendah hati sentiasa",Sailor2,few_shot,Hasil Few-shot,"Kembang mawar indah dengan duri halus,
Tanda hormat yang membuat kita disayangi.",2,2,0,0.748293,0.000000,12,14,10,11,2,
51,6151,Pantun persahabatan,"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Sirih merah di dalam puan
Pinang muda dibelah rata","Jika hendak disayang kawan
Bersikap jujur sepanjang masa",Sailor2,few_shot,Hasil Few-shot,"Pohon kelapa di tepi pantai,
Hidayah kejujuran membawa damai.",2,2,0,1.000000,0.000000,10,12,9,10,0,
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Sailor2,few_shot,Hasil Few-shot,"Layar ilmu terbuka di senyap malam,
Bijaknya timbul, damai jiwanya tenang.",2,2,0,1.000000,0.142857,12,12,11,9,0,
91,4536,Pantun teka-teki,"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah","pagi hari menanak nasi
nasi bekal orang di sawah","cobalah terka pantunku ini
akar di atas pucuk di bawah",Sailor2,few_shot,Hasil Few-shot,"Teka-teki akarku di atas, pucuknya bawah,
Bentuk unik tiada bandingannya.",2,2,0,0.674969,0.285714,15,11,10,10,3,
39,5861,Pantun kiasan dan peribahasa,"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana","sampan perahu mengejar kayak
dari hulu tak kenakena","dusta itu bagaikan riak
membuat hati gundah gulana",Sailor2,few_shot,Hasil Few-shot,"Kata benar yang jernih seperti kristal,
Teguhlah iman di setiap langkah hidup.",2,2,0,0.852344,0.000000,12,13,9,10,1,
5,4853,Pantun nasihat dan budi pekerti,"Pergi ke desa membawa padi
Padi ditukar dengan ikan
Jika hidup ingin berisi budi
Hormati janji dan ucapan","Pergi ke desa membawa padi
Padi ditukar dengan ikan","Jika hidup ingin berisi budi
Hormati janji dan ucapan",Sailor2,few_shot,Hasil Few-shot,"Senja indah di tepi pantai,
Janji terjaga, hati pun damai.",2,2,0,1.000000,0.125000,9,10,11,9,0,
68,3263,Pantun kehidupan dan renungan,"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Ke pasar membeli beras
Tak lupa membeli kelapa","Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya",Sailor2,few_shot,Hasil Few-shot,"Laut yang tenang di tepi pantai,
Ikhlas dalam kerja menenangkan hati.",2,2,0,1.000000,0.250000,10,12,10,12,0,
15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga","Jika hendak hidup lurus
Ikut adat dan agama",Sailor2,few_shot,Hasil Few-shot,"Sungai jernih mengalir di tengah hutan hijau,
Adat terjaga, kehidupan pun selaras.",2,2,0,0.674969,0.142857,14,13,8,8,3,
10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya","Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia",Sailor2,few_shot,Hasil Few-shot,"Embun pagi di atas kembang melati,
Nikmat syukur, kehidupan pun berseri.",2,2,0,1.000000,0.111111,12,12,11,11,0,
4,4515,Pantun nasihat dan budi pekerti,"Pagi hari memetik mangga
Burung kecil hinggap di pagar
Jika ingin hidup bahagia
Bersikap jujur dan sabar","Pagi hari memetik mangga
Burung kecil hinggap di pagar","Jika ingin hidup bahagia
Bersikap jujur dan sabar",Sailor2,few_shot,Hasil Few-shot,"Bawah redup bayangan pohon beringin,
Kebahagiaan mengalir tenang tanpa henti.",2,2,0,0.674969,0.000000,12,15,10,8,3,
74,1729,Pantun kebangsaan,"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Burung serindit menyisir awan
Hinggap sebentar di dahan sena","Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda",Sailor2,few_shot,Hasil Few-shot,"Batu permata bersinar terang,
Amanah teguh menjaga kemurnian bangsa.",2,2,0,0.748293,0.285714,10,14,10,10,2,
34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka","Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa",Sailor2,few_shot,Hasil Few-shot,"Lentera tradisi tetap bersinar,
Dalam era moden tak pernah pudar sinarnya.",2,2,0,0.748293,0.000000,11,14,11,9,2,
67,3196,Pantun kehidupan dan renungan,"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga
Jika hidup terasa panjang
Gunakan waktu untuk berkarya","Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga","Jika hidup terasa panjang
Gunakan waktu untuk berkarya",Sailor2,few_shot,Hasil Few-shot,"Burung walet rajin membuat sarang,
Manfaatkan waktu dengan bijaksana dan giat.",2,2,0,0.674969,0.142857,11,15,9,10,3,
72,1095,Pantun kebangsaan,"Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa
Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa","Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa","Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa",Sailor2,zero_shot,Hasil Zero-shot,"Amanah dijunjung tinggi
Bangsa tegak, penuh wibawa",2,2,1,1.000000,0.750000,8,9,10,10,0,
61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan","kalau hidup hendak selamat
ayah dan bunda kita muliakan",Sailor2,zero_shot,Hasil Zero-shot,"Hidup selamat, muliakan ayah dan bunda
Kasih mereka, tiang kehidupan",2,2,0,0.748293,0.714286,14,11,9,11,2,
68,3263,Pantun kehidupan dan renungan,"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Ke pasar membeli beras
Tak lupa membeli kelapa","Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya",Sailor2,zero_shot,Hasil Zero-shot,"Hidup tenang, jauh dari cemas
Ikhlas dalam upaya, damai jiwa",2,2,1,1.000000,0.750000,10,11,10,12,0,
50,1442,Pantun persahabatan,"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Bunga tanjung di halaman
Harumnya semerbak kala senja","Jika ingin dihormati teman
Bersikap rendah hati sentiasa",Sailor2,zero_shot,Hasil Zero-shot,"Jika ingin, dihormati teman
Bersikap rendah hati, sentiasa, hormat terjaga",2,2,1,0.623298,1.000000,10,16,10,11,4,
84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan","semakin jauh ke rantau orang
hanya keluarga yang aku rindukan",Sailor2,zero_shot,Hasil Zero-shot,"Semakin jauh ke rantau orang,
Keluarga tercinta tetap di hati terdalam.",2,2,0,0.674969,0.714286,10,15,10,12,3,
34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka","Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa",Sailor2,zero_shot,Hasil Zero-shot,"Adat dijunjung, pusaka dahulu
Jati bangsa, jangan dilupa, warisan terjaga",2,2,1,0.674969,1.000000,11,15,11,9,3,
20,1706,Pantun agama,"Burung pipit terbang ke rawa
Mencari makan di antara padi
Jika hidup penuh doa
Hati tenang setiap hari","Burung pipit terbang ke rawa
Mencari makan di antara padi","Jika hidup penuh doa
Hati tenang setiap hari",Sailor2,zero_shot,Hasil Zero-shot,"Penuh doa hati tenang setiap hari
Rahmat Tuhan, hidup terasa manis",2,2,0,0.852344,0.875000,13,11,8,9,1,
24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku","Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu",Sailor2,zero_shot,Hasil Zero-shot,"Amalkan ilmu jadi ikhlas hati
Hidup penuh makna, selalu berarti",2,2,0,1.000000,0.857143,11,12,10,11,0,
27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat","ilmu sejati lahir dari hening
dan hati yang tulus berniat",Sailor2,zero_shot,Hasil Zero-shot,"Ilmu sejati lahir dari hening
Hati tulus berniat, ilmu mengalir tenang",2,2,0,0.748293,1.000000,11,14,11,9,2,
33,4327,Pantun adat dan budaya,"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu","Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu","Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu",Sailor2,zero_shot,Hasil Zero-shot,"Jika adat sentiasa dijunjung
Hilang sengketa, hidup bersatu, rukun damai",2,2,0,0.748293,1.000000,11,14,11,10,2,
58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati","kepada ayah mesti hormat
kepada ibu harus berbakti",Sailor2,zero_shot,Hasil Zero-shot,"Hormat kepada ayah, berbakti kepada ibu
Jasa mereka, besar tiada tara",2,2,0,0.674969,0.714286,15,12,9,10,3,
56,6440,Pantun bakti keluarga,"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa
Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa","Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa","Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa",Sailor2,zero_shot,Hasil Zero-shot,"Hidup di dunia, berbuat bakti
Kepada ibu dan bapa, kasih tak terhingga",2,2,1,0.748293,0.857143,11,14,11,10,2,
66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi","begini nasib jadi pedagang
kadang untung kadang rugi",Sailor2,zero_shot,Hasil Zero-shot,"Nasib pedagang, kadang untung rugi
Bijak mengatur, rezeki berlimpah",2,2,0,1.000000,0.833333,11,11,10,8,0,
79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari","Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati",Sailor2,zero_shot,Hasil Zero-shot,"Jagalah lisan serta hati,
Maka kedamaian akan selalu menanti.",2,2,0,0.748293,0.555556,9,14,12,9,2,
74,1729,Pantun kebangsaan,"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Burung serindit menyisir awan
Hinggap sebentar di dahan sena","Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda",Sailor2,zero_shot,Hasil Zero-shot,"Amanah dijunjung tuan
Bangsa teguh, tidak ternoda",2,2,1,1.000000,0.714286,8,9,10,10,0,
54,6148,Pantun persahabatan,"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya","Sirih kuning dalam tempayan
Air jernih penuh isinya","Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya",Sailor2,zero_shot,Hasil Zero-shot,"Jika hidup mahu berteman
Ikhlas hati, kasih sayang bersemi",2,2,0,1.000000,0.714286,9,11,9,11,0,
28,6142,Pantun adat dan budaya,"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara","Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara",Sailor2,zero_shot,Hasil Zero-shot,"Adat dijunjung, pusaka dikenang
Budi bahasa penyeri, negara bercahaya",2,2,1,0.674969,1.000000,11,15,11,11,3,
100,1986,Pantun anak-anak,"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan","di kamar tidur teronggok cermin
cermin dipakai untuk berdandan","di tanah lapang kami bermain
bermain gundu juga layangan",Sailor2,zero_shot,Hasil Zero-shot,"Di tanah lapang bermain gembira,
Layangan dan gundu, kenangan abadi.",2,2,0,1.000000,1.000000,11,12,10,10,0,
23,1637,Pantun pendidikan,"Burung merpati terbang ke taman
Hinggap sebentar di pohon jati
Kalau ingin masa depan aman
Belajarlah rajin sepenuh hati","Burung merpati terbang ke taman
Hinggap sebentar di pohon jati","Kalau ingin masa depan aman
Belajarlah rajin sepenuh hati",Sailor2,zero_shot,Hasil Zero-shot,"Rajin belajar, masa depan aman cerah
Pengetahuan baik, hidup penuh cahaya",2,2,0,0.674969,0.444444,13,14,10,11,3,
51,6151,Pantun persahabatan,"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Sirih merah di dalam puan
Pinang muda dibelah rata","Jika hendak disayang kawan
Bersikap jujur sepanjang masa",Sailor2,zero_shot,Hasil Zero-shot,"Jika ingin disayangi kawan
Jujur hati, setia menjadi tauladan",2,2,0,0.852344,0.375000,10,13,9,10,1,
52,1714,Pantun persahabatan,"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara
Jika hati selalu ramah
Banyak sahabat datang menyapa","Burung pipit terbang rendah
Hinggap sebentar di pohon cemara","Jika hati selalu ramah
Banyak sahabat datang menyapa",Sailor2,zero_shot,Hasil Zero-shot,"Jika hati selalu ramah
Sahabat datang, persahabatan tumbuh subur",2,2,0,0.748293,0.750000,9,14,9,10,2,
21,5560,Pantun pendidikan,"pohon kelapa di tepi telaga
daunnya melambai tertiup angin
hormat guru tanda mulia
ilmu mengalir penuh berkah yakin","pohon kelapa di tepi telaga
daunnya melambai tertiup angin","hormat guru tanda mulia
ilmu mengalir penuh berkah yakin",Sailor2,zero_shot,Hasil Zero-shot,"Hormati guru, ilmu berkah yakin
Ilmu mengalir, hidup penuh berkat",2,2,0,1.000000,0.666667,11,11,9,11,0,
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Sailor2,zero_shot,Hasil Zero-shot,"Bersikap jujur dan lapang hati
Hidup berarti tanpa iri dengki",2,2,0,1.000000,0.714286,10,11,9,8,0,
25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh","Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh",Sailor2,zero_shot,Hasil Zero-shot,"Ilmu dan iman, berjalan seiring
Hidup utuh, penuh makna dan cahaya",2,2,0,1.000000,0.750000,11,12,11,11,0,
5,4853,Pantun nasihat dan budi pekerti,"Pergi ke desa membawa padi
Padi ditukar dengan ikan
Jika hidup ingin berisi budi
Hormati janji dan ucapan","Pergi ke desa membawa padi
Padi ditukar dengan ikan","Jika hidup ingin berisi budi
Hormati janji dan ucapan",Sailor2,zero_shot,Hasil Zero-shot,"Tenang hidup jangan cari salah
Membina baik hati tak gundah",2,2,0,1.000000,0.125000,10,10,11,9,0,
