isi_input_model;sampiran_generated;semantic_bridge_score_llm_1_5;score_source;no;id_data_asli;jenis_pantun;pantun_asli_lengkap;sampiran_asli;model;setting;setting_label;gen_line_count;isi_line_count;r_score;a_score;clr;suku_baris_1;suku_baris_2;suku_baris_3;suku_baris_4;dev_total
"kepada ayah mesti hormat
kepada ibu harus berbakti";"Buah asam rasanya nikmat,
Menanam bunga rumpun melati.";3;manual_pending;58;4968;Pantun bakti keluarga;"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti";"pergi ke kebun memetik tomat
bunga wangi namanya melati";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"kepada ayah mesti hormat
kepada ibu harus berbakti";"Ke pasar membeli buah hemat
Singgah di pekan membeli ikti";3;manual_pending;58;4968;Pantun bakti keluarga;"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti";"pergi ke kebun memetik tomat
bunga wangi namanya melati";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"kepada ayah mesti hormat
kepada ibu harus berbakti";"Pergi berlayar naik kapal cepat
Singgah sebentar mencari padi";4;manual_pending;58;4968;Pantun bakti keluarga;"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti";"pergi ke kebun memetik tomat
bunga wangi namanya melati";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;10;0
"kepada ayah mesti hormat
kepada ibu harus berbakti";"Di kebun petani menanam tomat
Silat kuno penuh sakti";3;manual_pending;58;4968;Pantun bakti keluarga;"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti";"pergi ke kebun memetik tomat
bunga wangi namanya melati";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;8;9;10;0
"sejak kecil kita diasuh
jasa ibu bapak sangatlah besar";"Tumbuh rebuh di tepi dusun
Buah delima ranum segar";2;manual_pending;59;5859;Pantun bakti keluarga;"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar";"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;9;11;0
"sejak kecil kita diasuh
jasa ibu bapak sangatlah besar";"Melakukan budi sejati
Kita akan mendapatkan hidup bahagia";4;manual_pending;59;5859;Pantun bakti keluarga;"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar
sejak kecil kita diasuh
jasa ibu bapak sangatlah besar";"sampan kecil kita berlabuh
memuat kelapa bawa ke pasar";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;748293;0;9;14;9;11;2
"Jika ingin hidup berkah
Hormati ayah dan ibu";"Hendak pergi membeli nangkah,
Mengayuh sampan ke kota Jambu.";2;manual_pending;60;1710;Pantun bakti keluarga;"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu";"Burung pipit terbang rendah
Hinggap manis di atas batu";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;8;8;0
"Jika ingin hidup berkah
Hormati ayah dan ibu";"Terbang rendah si burung camar
Tumbuh melati di tepi tebu";3;manual_pending;60;1710;Pantun bakti keluarga;"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu";"Burung pipit terbang rendah
Hinggap manis di atas batu";Gemini;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;10;8;8;0
"Jika ingin hidup berkah
Hormati ayah dan ibu";"Pergi ke kebun memetik buah
Singgah sebentar minum air susu";3;manual_pending;60;1710;Pantun bakti keluarga;"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu";"Burung pipit terbang rendah
Hinggap manis di atas batu";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;8;8;0
"Jika ingin hidup berkah
Hormati ayah dan ibu";"Untuk kebahagiaan hidupmu
Hormatilah orang tua dengan sepenuh hati";1;manual_pending;60;1710;Pantun bakti keluarga;"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu";"Burung pipit terbang rendah
Hinggap manis di atas batu";DeepSeek-R1;zero_shot;Hasil Zero-shot;2;2;0;674969;0;11;15;8;8;3
"kalau hidup hendak selamat
ayah dan bunda kita muliakan";"Buah mangga rasanya nikmat,
Menanam bunga di pinggir jalan.";3;manual_pending;61;2906;Pantun bakti keluarga;"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan";"kalau angin bertiup di darat
ambillah jala turunkan sampan";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;11;0
"kalau hidup hendak selamat
ayah dan bunda kita muliakan";"Pergi berlayar mencari alamat
Sambil membawa kain tenunan";4;manual_pending;61;2906;Pantun bakti keluarga;"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan";"kalau angin bertiup di darat
ambillah jala turunkan sampan";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;9;11;0
"kalau hidup hendak selamat
ayah dan bunda kita muliakan";"Pergi berlayar menuju ke barat
Singgah sebentar mencari ikan";3;manual_pending;61;2906;Pantun bakti keluarga;"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan";"kalau angin bertiup di darat
ambillah jala turunkan sampan";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;11;0
"kalau hidup hendak selamat
ayah dan bunda kita muliakan";"Buah rambutan rasanya nikmat
Kue lapis sudah disediakan";4;manual_pending;61;2906;Pantun bakti keluarga;"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan";"kalau angin bertiup di darat
ambillah jala turunkan sampan";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;11;0
"kalau hidup hendak selamat
ayah dan bunda kita muliakan";"Mengikuti jalan yang benar
Bakti kepada orang tua";1;manual_pending;61;2906;Pantun bakti keluarga;"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan";"kalau angin bertiup di darat
ambillah jala turunkan sampan";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;9;11;0
"Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Burung camar terbang di angkasa
Singgah sejenak di kampung seberang";3;manual_pending;62;2305;Pantun bakti keluarga;"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;11;12;0
"Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Di candi tua bersemayam dewa
Bintang bertabur sinar cemerlang";4;manual_pending;62;2305;Pantun bakti keluarga;"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;11;12;0
"Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Menyayangi dengan tulus
Hidup di dunia ini mulus";2;manual_pending;62;2305;Pantun bakti keluarga;"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang
Kasih dan cinta tersemat di jiwa
Erat ukhuwah keluarga gemilang";"Harum kemboja mewangi di Jawa
Tumbuh segar di pohon tualang";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;8;10;11;12;0
"Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Tinggi menjulang pohongahah
Ranting patah menjadi satu";2;manual_pending;63;1505;Pantun kehidupan dan renungan;"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Burung camar terbang rendah
Menyambar ikan di laut biru";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;10;10;0
"Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Pergi ke pasar membeli buah
Singgah sebentar minum jamu";2;manual_pending;63;1505;Pantun kehidupan dan renungan;"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Burung camar terbang rendah
Menyambar ikan di laut biru";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;10;0
"Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Rumah gadang berdiri gagah
Di tepi sungai banyak batu";5;manual_pending;63;1505;Pantun kehidupan dan renungan;"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Burung camar terbang rendah
Menyambar ikan di laut biru";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;10;10;0
"Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Mengenal hak dan kewajiban
Jika ingin hidup bahagia";3;manual_pending;63;1505;Pantun kehidupan dan renungan;"Burung camar terbang rendah
Menyambar ikan di laut biru
Harta dunia jangan bermegah
Budi dan amal penentu mutu";"Burung camar terbang rendah
Menyambar ikan di laut biru";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;10;10;10;0
"Jika hati bersih nurani
Hidup indah penuh rasa";"Memetik bunga di pagi hari,
Singgah sebentar di pondok desa.";3;manual_pending;64;1377;Pantun kehidupan dan renungan;"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa";"Bunga mawar merah berduri
Cantik mekar di taman desa";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;8;0
"Jika hati bersih nurani
Hidup indah penuh rasa";"Manis rasanya buah kueni
Jatuh sebutir di atas rupa";2;manual_pending;64;1377;Pantun kehidupan dan renungan;"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa";"Bunga mawar merah berduri
Cantik mekar di taman desa";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;8;0
"Jika hati bersih nurani
Hidup indah penuh rasa";"Berjalan santai di tepi kali
Singgah sejenak melepas dahaga";3;manual_pending;64;1377;Pantun kehidupan dan renungan;"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa";"Bunga mawar merah berduri
Cantik mekar di taman desa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;9;8;0
"Jika hati bersih nurani
Hidup indah penuh rasa";"Sawah ladang milik petani
Jalan setapak menuju desa";3;manual_pending;64;1377;Pantun kehidupan dan renungan;"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa";"Bunga mawar merah berduri
Cantik mekar di taman desa";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;9;8;0
"Jika hati bersih nurani
Hidup indah penuh rasa";"Melakukan kebaikan sebenarnya
Jangan mengingkari budi baiknya";1;manual_pending;64;1377;Pantun kehidupan dan renungan;"Bunga mawar merah berduri
Cantik mekar di taman desa
Jika hati bersih nurani
Hidup indah penuh rasa";"Bunga mawar merah berduri
Cantik mekar di taman desa";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;10;9;8;0
"Kalau ingin hidup bahagia
Jaga hati dari dengki";"Bunga mekar indah ceria,
Menapak langkah di jalan mendaki.";3;manual_pending;65;1473;Pantun kehidupan dan renungan;"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki";"Burung bangau di tepi rawa
Mencari ikan sejak pagi";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;11;10;8;0
"Kalau ingin hidup bahagia
Jaga hati dari dengki";"Pergi ke bukit membeli rusia
Membawa bakul berisi tangki";2;manual_pending;65;1473;Pantun kehidupan dan renungan;"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki";"Burung bangau di tepi rawa
Mencari ikan sejak pagi";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;10;8;0
"begini nasib jadi pedagang
kadang untung kadang rugi";"Burung layang melintas padang
Ikan sepat berenang di tepi";4;manual_pending;66;1275;Pantun kehidupan dan renungan;"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi";"bulan berkedip bintang datang
beli sarung di pasar pagi";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;10;8;0
"begini nasib jadi pedagang
kadang untung kadang rugi";"Tali timba ditarik tegang,
Mendaki gunung amatlah tinggi.";3;manual_pending;66;1275;Pantun kehidupan dan renungan;"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi";"bulan berkedip bintang datang
beli sarung di pasar pagi";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;10;8;0
"begini nasib jadi pedagang
kadang untung kadang rugi";"Anak-anak bermain layang-layang
Ke pasar pagi ayah pun pergi";1;manual_pending;66;1275;Pantun kehidupan dan renungan;"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi";"bulan berkedip bintang datang
beli sarung di pasar pagi";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;10;10;8;0
"begini nasib jadi pedagang
kadang untung kadang rugi";"Kadang-kadang berhasil, kadang-kadang gagal
Banyak cara untuk mendapatkan keberhasilan";1;manual_pending;66;1275;Pantun kehidupan dan renungan;"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi";"bulan berkedip bintang datang
beli sarung di pasar pagi";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;623298;0;13;15;10;8;4
"begini nasib jadi pedagang
kadang untung kadang rugi";"Daun kering berjatuhan di musim gugur,
Perjalanan hidup punya pasang surut.";1;manual_pending;66;1275;Pantun kehidupan dan renungan;"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi";"bulan berkedip bintang datang
beli sarung di pasar pagi";Sailor2;few_shot;Hasil Few-shot;2;2;0;852344;0;13;12;10;8;1
"Jika hidup terasa panjang
Gunakan waktu untuk berkarya";"Anak nelayan membawa keranjang,
Indah nian pemandangannya.";3;manual_pending;67;3196;Pantun kehidupan dan renungan;"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga
Jika hidup terasa panjang
Gunakan waktu untuk berkarya";"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;9;9;10;0
"Jika hidup terasa panjang
Gunakan waktu untuk berkarya";"Burung layang-layang terbang melayang
Singgah sejenak mencari kata";2;manual_pending;67;3196;Pantun kehidupan dan renungan;"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga
Jika hidup terasa panjang
Gunakan waktu untuk berkarya";"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;9;10;0
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Cincin murni terbuat dari emas,
Indah nian pemandangannya.";3;manual_pending;68;3263;Pantun kehidupan dan renungan;"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Ke pasar membeli beras
Tak lupa membeli kelapa";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;9;10;12;0
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Memetik buah di pohon emas
Sambil berjalan di atas raya";2;manual_pending;68;3263;Pantun kehidupan dan renungan;"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Ke pasar membeli beras
Tak lupa membeli kelapa";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;12;0
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Pergi ke ladang menanam beras
Singgah sebentar di kedai kita";2;manual_pending;68;3263;Pantun kehidupan dan renungan;"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Ke pasar membeli beras
Tak lupa membeli kelapa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;12;0
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Intan berkilau bagaikan emas
Bulan bersinar penuh cahaya";3;manual_pending;68;3263;Pantun kehidupan dan renungan;"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya";"Ke pasar membeli beras
Tak lupa membeli kelapa";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;12;0
"Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Tumbuh indah bunga melati,
Berlayar jauh ke pulau Jawa.";3;manual_pending;69;3326;Pantun kehidupan dan renungan;"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata
Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;9;10;0
"Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Bunga melati tumbuh di peti
Sangatlah indah dipandang jawa";2;manual_pending;69;3326;Pantun kehidupan dan renungan;"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata
Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;10;0
"Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Pergi ke pasar membeli nasi
Singgah sejenak melihat pesona";3;manual_pending;69;3326;Pantun kehidupan dan renungan;"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata
Jika ingin hidup berarti
Hidupkan empati dalam jiwa";"Ke sawah pagi membawa ani-ani
Padi menguning tampak merata";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;9;10;0
"Orang sabar dalam diam
Menunggu waktu kemenangan";"Bunga mawar disiram-siram,
Memetik buah di dalam ruangan.";2;manual_pending;70;1466;Pantun kehidupan dan renungan;"Burung bangau berdiri diam
Menunggu ikan di tepian
Orang sabar dalam diam
Menunggu waktu kemenangan";"Burung bangau berdiri diam
Menunggu ikan di tepian";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;11;8;9;0
"Orang sabar dalam diam
Menunggu waktu kemenangan";"Layar terkembang di malam kelam
Singgah sebentar di dermaga ruangan";2;manual_pending;70;1466;Pantun kehidupan dan renungan;"Burung bangau berdiri diam
Menunggu ikan di tepian
Orang sabar dalam diam
Menunggu waktu kemenangan";"Burung bangau berdiri diam
Menunggu ikan di tepian";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;12;8;9;0
"Orang sabar dalam diam
Menunggu waktu kemenangan";"Ikan berenang di dalam kolam
Menanti masa datangnya bulan";4;manual_pending;70;1466;Pantun kehidupan dan renungan;"Burung bangau berdiri diam
Menunggu ikan di tepian
Orang sabar dalam diam
Menunggu waktu kemenangan";"Burung bangau berdiri diam
Menunggu ikan di tepian";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;8;9;0
"Orang sabar dalam diam
Menunggu waktu kemenangan";"Sabarlah dalam menghadapi cobaan
Tidak mudah putus asa karena kesulitan";1;manual_pending;70;1466;Pantun kehidupan dan renungan;"Burung bangau berdiri diam
Menunggu ikan di tepian
Orang sabar dalam diam
Menunggu waktu kemenangan";"Burung bangau berdiri diam
Menunggu ikan di tepian";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;674969;0;12;15;8;9;3
"hidup mati untuk negara
ikhlas hati kalau mati";"Sungai mengalir menuju muara
Kain ditenun kain kualiti";3;manual_pending;71;5770;Pantun kebangsaan;"rambut hitam anggun rupanya
sehalus bulu burung merpati
hidup mati untuk negara
ikhlas hati kalau mati";"rambut hitam anggun rupanya
sehalus bulu burung merpati";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;11;9;8;0
"hidup mati untuk negara
ikhlas hati kalau mati";"Bunga raya merah semangat perwira,
Kesediaan berkorban demi tanah air tercinta.";1;manual_pending;71;5770;Pantun kebangsaan;"rambut hitam anggun rupanya
sehalus bulu burung merpati
hidup mati untuk negara
ikhlas hati kalau mati";"rambut hitam anggun rupanya
sehalus bulu burung merpati";Sailor2;few_shot;Hasil Few-shot;2;2;0;586887;0;12;17;9;8;5
"Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa";"Rimbun daunnya pohon mengkudu
Tumbuh rapat di dekat rawa";3;manual_pending;72;1095;Pantun kebangsaan;"Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa
Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa";"Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa";Gemini;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;10;10;0
"Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Hinggap sebentar di pondok desa,
Membeli kue rasanya sedikit.";3;manual_pending;73;4132;Pantun kebangsaan;"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit
Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;10;10;0
"Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Burung rajawali terbang ke angkasa
Bintang bertabur menghias langit";3;manual_pending;73;4132;Pantun kebangsaan;"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit
Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;12;10;10;10;0
"Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Zaman berubah dimakan masa
Jalan setapak menuju lorong sempit";1;manual_pending;73;4132;Pantun kebangsaan;"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit
Jika ilmu menjadi perkasa
Bangsa bangkit tiada terhimpit";"Mentari pagi menyimbah desa
Kabut tersingkap di kaki bukit";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;12;10;10;0
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Di tepi pantai memikat awan
Padi menguning di atas dada";2;manual_pending;74;1729;Pantun kebangsaan;"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Burung serindit menyisir awan
Hinggap sebentar di dahan sena";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Pergi berlayar mengangkut rotan
Singgah sejenak di rumah nenda";4;manual_pending;74;1729;Pantun kebangsaan;"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Burung serindit menyisir awan
Hinggap sebentar di dahan sena";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Rimba belantara lebatnya hutan
Pedati tua berjalan dengan roda";3;manual_pending;74;1729;Pantun kebangsaan;"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Burung serindit menyisir awan
Hinggap sebentar di dahan sena";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;12;10;10;0
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Janganlah engkau tinggal di belakang
Bangsaku akan bangkit dengan gagah";1;manual_pending;74;1729;Pantun kebangsaan;"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda";"Burung serindit menyisir awan
Hinggap sebentar di dahan sena";DeepSeek-R1;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;11;11;10;10;0
"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Bunga mekar harum mewangi,
Singgah sebentar di pondok desa.";3;manual_pending;75;1347;Pantun kebangsaan;"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Bunga kenanga mekar berseri
Harumnya halus menawan rasa";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;10;11;0
"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Terbang melayang si burung cenderawasih
Tumbuh mekar si bunga desa";3;manual_pending;75;1347;Pantun kebangsaan;"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Bunga kenanga mekar berseri
Harumnya halus menawan rasa";Gemini;few_shot;Hasil Few-shot;2;2;0;852344;0;13;9;10;11;1
"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Indah nian tanah negeri
Sawah menghijau di tepi desa";3;manual_pending;75;1347;Pantun kebangsaan;"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa";"Bunga kenanga mekar berseri
Harumnya halus menawan rasa";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;10;11;0
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung belibis terbang ceria
Singgah sebentar mematuk padi";3;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;9;0
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung bangau terbang ceria
Air mengalir jernih di titi";4;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;10;9;0
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Pergi ke pasar membeli tembaga,
Singgah berteduh di pohon jati.";3;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;11;10;10;9;0
