isi_input_model,sampiran_generated,no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,model,setting,setting_label,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,s_judge_norm,xrasa_final
"ilmu sejati lahir dari hening
dan hati yang tulus berniat","Dengan diam terdengarlah suara
Hati yang tulus penuh kasih sayang",27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.285714,11,11,11,9,0,1,0.000000,0.000000
"Budi bahasa jadi pegangan
Agar hidup sentiasa wajar","Agar hidup selalu sejahtera dan bahagia
Peganglah budi dan adat sebagai pedoman",32,1931,Pantun adat dan budaya,"Daun selasih di tepi laman
Disiram embun waktu fajar
Budi bahasa jadi pegangan
Agar hidup sentiasa wajar","Daun selasih di tepi laman
Disiram embun waktu fajar",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,0,0.561228,0.333333,16,14,10,10,6,1,0.000000,0.000000
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Ingatlah jati diri sebagai bangsa
Jaga tradisi leluhur sejak awal mula",34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,0,0.748293,0.25,12,14,11,9,2,1,0.000000,0.000000
"Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Jaga kasih sayang agar tetap utuh dan tidak hilang
Cintamu akan menjadi abadi seumur hidup",42,1635,Pantun cinta dan kasih,"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Burung merpati terbang berdua
Menyusuri awan indah berlapis",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,0,0.521426,0.333333,17,16,10,10,9,1,0.000000,0.000000
"kakiku empat tak punya badan
coba tebak siapakah aku","kakiku empat tak punya badan
coba tebak siapakah aku",93,1014,Pantun teka-teki,"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku","berpindah tempat ke kota medan
jangan lupa membawa baju",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,1,1.0,1.0,10,10,10,10,0,1,0.000000,0.500000
"peran ibu bapak dalam dunia
bagaikan bulan dan matahari","Ibu dan Bapak adalah sumber cinta abadi
Bercahaya dan berpendar seperti bulan dan matahari",36,5563,Pantun kiasan dan peribahasa,"pohon kelapa ditanam disana
berdekatan dengan pohon kenari
peran ibu bapak dalam dunia
bagaikan bulan dan matahari","pohon kelapa ditanam disana
berdekatan dengan pohon kenari",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,2,2,0,0.521426,0.571429,15,18,11,10,9,1,0.000000,0.000000
"Jika hidup penuh doa
Hati tenang setiap hari","Laut biru dengan ombak lembut bergerak,
Doa tulus, jiwa pun tenang dan damai.",20,1706,Pantun agama,"Burung pipit terbang ke rawa
Mencari makan di antara padi
Jika hidup penuh doa
Hati tenang setiap hari","Burung pipit terbang ke rawa
Mencari makan di antara padi",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.25,13,12,8,9,1,1,0.000000,0.000000
"Jika ingin hidup berkah
Hormati ayah dan ibu","Matahari pagi menyinari bumi,
Hormat kepada orang tua memperkaya hati.",60,1710,Pantun bakti keluarga,"Burung pipit terbang rendah
Hinggap manis di atas batu
Jika ingin hidup berkah
Hormati ayah dan ibu","Burung pipit terbang rendah
Hinggap manis di atas batu",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.0,12,15,8,8,3,1,0.000000,0.000000
"Jika hidup ingin diberkati
Pelihara adat dan pegangan","Taman pusaka dijaga ketat,
Berkah hidup tumbuh mekar tiada henti.",29,6149,Pantun adat dan budaya,"Sirih kuning disusun rapi
Pinang dibelah dua bahagian
Jika hidup ingin diberkati
Pelihara adat dan pegangan","Sirih kuning disusun rapi
Pinang dibelah dua bahagian",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.142857,10,13,10,10,1,1,0.000000,0.000000
"bermain layangan hatiku senang
bersama tiupan angin desa","Layangan diterbangkan angin desa,
Hati riang merasakan kebebasan jiwa.",98,3679,Pantun anak-anak,"laut luas tempat berenang
hutan hijau tempat si rusa
bermain layangan hatiku senang
bersama tiupan angin desa","laut luas tempat berenang
hutan hijau tempat si rusa",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.748293,0.375,11,14,11,10,2,1,0.000000,0.000000
"kakiku empat tak punya badan
coba tebak siapakah aku","Aku tak berbadan kakiku empat,
Seekor laba-laba si penenun jaring.",93,1014,Pantun teka-teki,"berpindah tempat ke kota medan
jangan lupa membawa baju
kakiku empat tak punya badan
coba tebak siapakah aku","berpindah tempat ke kota medan
jangan lupa membawa baju",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.375,11,13,10,10,1,1,0.000000,0.000000
"Kalau ingin hidup bahagia
Jaga hati dari dengki","Bulan purnama di malam tenang,
Hati bersih membawa kebahagiaan.",65,1473,Pantun kehidupan dan renungan,"Burung bangau di tepi rawa
Mencari ikan sejak pagi
Kalau ingin hidup bahagia
Jaga hati dari dengki","Burung bangau di tepi rawa
Mencari ikan sejak pagi",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.142857,10,13,10,8,1,1,0.000000,0.000000
"Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati","Mutiara nasihat selamanya diingati,
Kebajikan abadi seperti cahaya matahari.",37,313,Pantun kiasan dan peribahasa,"Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati
Di dalam hati tidakkan lupa
Bagai rambut tersimpul mati","Anak Cik Siti mencari tuba
Tuba dicari di Tanjung Jati",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.530405,0.0,15,17,10,9,8,2,0.250000,0.066301
"terbahakbahak itik tertawa
melihat monyet memakai sarung","Itik tertawa riang sekali,
Melihat monyet lucu berpakaian sarung.",89,4028,Pantun jenaka,"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung","memetik bunga di tepi rawa
sambil mendengar kicauan burung",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.714286,10,13,10,10,1,1,0.000000,0.000000
"Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa","Kupu-kupu indah di taman firdaus,
Budi pekerti mulia ciptakan maruah abadi.",75,1347,Pantun kebangsaan,"Bunga kenanga mekar berseri
Harumnya halus menawan rasa
Jika budi menjadi pertiwi
Bangsa bermaruah sepanjang masa","Bunga kenanga mekar berseri
Harumnya halus menawan rasa",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.586887,0.125,12,17,10,11,5,1,0.000000,0.000000
"Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih","Lentera asmara tetap menyala terang,
Menghangatkan hati di setiap malam sepi.",48,1170,Pantun cinta dan kasih,"Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih
Biar bertahun dilambung ombak
Tidak ku lupa pada yang kasih","Buah kuini jatuh tercampak
Jatuh menimpa bunga selasih",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.0,13,14,10,10,3,2,0.250000,0.084371
"Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Lautan kasih mengalir tanpa henti,
Dalam hati dua jiwa yang sejiwa.",42,1635,Pantun cinta dan kasih,"Burung merpati terbang berdua
Menyusuri awan indah berlapis
Kasih dan sayang mari terjaga
Cinta abadi tak pernah habis","Burung merpati terbang berdua
Menyusuri awan indah berlapis",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.111111,11,12,10,10,0,1,0.000000,0.000000
"jika nanti kita berpisah
jangan pernah lupakan aku","Detik berpisah janganlah lupa,
Ingatan teman selalu di jiwa.",83,1397,Pantun perpisahan dan perantauan,"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku","bunga melati di tepi sawah
cantik elok di dekat batu",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.166667,10,11,9,9,0,1,0.000000,0.000000
"Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Kembang mawar indah dengan duri halus,
Tanda hormat yang membuat kita disayangi.",50,1442,Pantun persahabatan,"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Bunga tanjung di halaman
Harumnya semerbak kala senja",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.748293,0.0,12,14,10,11,2,1,0.000000,0.000000
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Pohon kelapa di tepi pantai,
Hidayah kejujuran membawa damai.",51,6151,Pantun persahabatan,"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Sirih merah di dalam puan
Pinang muda dibelah rata",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.0,10,12,9,10,0,2,0.250000,0.125000
"ilmu sejati lahir dari hening
dan hati yang tulus berniat","Layar ilmu terbuka di senyap malam,
Bijaknya timbul, damai jiwanya tenang.",27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.142857,12,12,11,9,0,1,0.000000,0.000000
"cobalah terka pantunku ini
akar di atas pucuk di bawah","Teka-teki akarku di atas, pucuknya bawah,
Bentuk unik tiada bandingannya.",91,4536,Pantun teka-teki,"pagi hari menanak nasi
nasi bekal orang di sawah
cobalah terka pantunku ini
akar di atas pucuk di bawah","pagi hari menanak nasi
nasi bekal orang di sawah",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.285714,15,11,10,10,3,1,0.000000,0.000000
"dusta itu bagaikan riak
membuat hati gundah gulana","Kata benar yang jernih seperti kristal,
Teguhlah iman di setiap langkah hidup.",39,5861,Pantun kiasan dan peribahasa,"sampan perahu mengejar kayak
dari hulu tak kenakena
dusta itu bagaikan riak
membuat hati gundah gulana","sampan perahu mengejar kayak
dari hulu tak kenakena",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.852344,0.0,12,13,9,10,1,2,0.250000,0.106543
"Jika hidup ingin berisi budi
Hormati janji dan ucapan","Senja indah di tepi pantai,
Janji terjaga, hati pun damai.",5,4853,Pantun nasihat dan budi pekerti,"Pergi ke desa membawa padi
Padi ditukar dengan ikan
Jika hidup ingin berisi budi
Hormati janji dan ucapan","Pergi ke desa membawa padi
Padi ditukar dengan ikan",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.125,9,10,11,9,0,1,0.000000,0.000000
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Laut yang tenang di tepi pantai,
Ikhlas dalam kerja menenangkan hati.",68,3263,Pantun kehidupan dan renungan,"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Ke pasar membeli beras
Tak lupa membeli kelapa",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.25,10,12,10,12,0,1,0.000000,0.000000
"Jika hendak hidup lurus
Ikut adat dan agama","Sungai jernih mengalir di tengah hutan hijau,
Adat terjaga, kehidupan pun selaras.",15,2465,Pantun agama,"Ikan sepat ikan gabus
Masak lemak dalam belanga
Jika hendak hidup lurus
Ikut adat dan agama","Ikan sepat ikan gabus
Masak lemak dalam belanga",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.142857,14,13,8,8,3,1,0.000000,0.000000
"Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Embun pagi di atas kembang melati,
Nikmat syukur, kehidupan pun berseri.",10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya",Sailor2,few_shot,Hasil Few-shot,2,2,0,1.0,0.111111,12,12,11,11,0,1,0.000000,0.000000
"Jika ingin hidup bahagia
Bersikap jujur dan sabar","Bawah redup bayangan pohon beringin,
Kebahagiaan mengalir tenang tanpa henti.",4,4515,Pantun nasihat dan budi pekerti,"Pagi hari memetik mangga
Burung kecil hinggap di pagar
Jika ingin hidup bahagia
Bersikap jujur dan sabar","Pagi hari memetik mangga
Burung kecil hinggap di pagar",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.0,12,15,10,8,3,1,0.000000,0.000000
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Batu permata bersinar terang,
Amanah teguh menjaga kemurnian bangsa.",74,1729,Pantun kebangsaan,"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Burung serindit menyisir awan
Hinggap sebentar di dahan sena",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.748293,0.285714,10,14,10,10,2,1,0.000000,0.000000
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Lentera tradisi tetap bersinar,
Dalam era moden tak pernah pudar sinarnya.",34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.748293,0.0,11,14,11,9,2,2,0.250000,0.093537
"Jika hidup terasa panjang
Gunakan waktu untuk berkarya","Burung walet rajin membuat sarang,
Manfaatkan waktu dengan bijaksana dan giat.",67,3196,Pantun kehidupan dan renungan,"Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga
Jika hidup terasa panjang
Gunakan waktu untuk berkarya","Ke kebun pagi membawa keranjang
Keranjang rotan diisi mangga",Sailor2,few_shot,Hasil Few-shot,2,2,0,0.674969,0.142857,11,15,9,10,3,1,0.000000,0.000000
"Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa","Amanah dijunjung tinggi
Bangsa tegak, penuh wibawa",72,1095,Pantun kebangsaan,"Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa
Jika amanah dijunjung tinggi
Tegaklah bangsa penuh wibawa","Bintang timur menyinsing pagi
Menyingkap kabut di hujung desa",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,1.0,0.75,8,9,10,10,0,1,0.000000,0.500000
"kalau hidup hendak selamat
ayah dan bunda kita muliakan","Hidup selamat, muliakan ayah dan bunda
Kasih mereka, tiang kehidupan",61,2906,Pantun bakti keluarga,"kalau angin bertiup di darat
ambillah jala turunkan sampan
kalau hidup hendak selamat
ayah dan bunda kita muliakan","kalau angin bertiup di darat
ambillah jala turunkan sampan",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.748293,0.714286,14,11,9,11,2,1,0.000000,0.000000
"Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Hidup tenang, jauh dari cemas
Ikhlas dalam upaya, damai jiwa",68,3263,Pantun kehidupan dan renungan,"Ke pasar membeli beras
Tak lupa membeli kelapa
Hidup tenang jauh dari cemas
Jika ikhlas dalam segala upaya","Ke pasar membeli beras
Tak lupa membeli kelapa",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,1.0,0.75,10,11,10,12,0,1,0.000000,0.500000
"Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Jika ingin, dihormati teman
Bersikap rendah hati, sentiasa, hormat terjaga",50,1442,Pantun persahabatan,"Bunga tanjung di halaman
Harumnya semerbak kala senja
Jika ingin dihormati teman
Bersikap rendah hati sentiasa","Bunga tanjung di halaman
Harumnya semerbak kala senja",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,0.623298,1.0,10,16,10,11,4,1,0.000000,0.311649
"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","Semakin jauh ke rantau orang,
Keluarga tercinta tetap di hati terdalam.",84,4791,Pantun perpisahan dan perantauan,"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan","pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.674969,0.714286,10,15,10,12,3,1,0.000000,0.000000
"Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Adat dijunjung, pusaka dahulu
Jati bangsa, jangan dilupa, warisan terjaga",34,2139,Pantun adat dan budaya,"Embun perak di hujung dedalu
Bayu timur menyentuh seloka
Adat dijunjung pusaka dahulu
Jati bangsa jangan dilupa","Embun perak di hujung dedalu
Bayu timur menyentuh seloka",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,0.674969,1.0,11,15,11,9,3,1,0.000000,0.337485
"Jika hidup penuh doa
Hati tenang setiap hari","Penuh doa hati tenang setiap hari
Rahmat Tuhan, hidup terasa manis",20,1706,Pantun agama,"Burung pipit terbang ke rawa
Mencari makan di antara padi
Jika hidup penuh doa
Hati tenang setiap hari","Burung pipit terbang ke rawa
Mencari makan di antara padi",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.852344,0.875,13,11,8,9,1,1,0.000000,0.000000
"Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Amalkan ilmu jadi ikhlas hati
Hidup penuh makna, selalu berarti",24,5202,Pantun pendidikan,"Pergi ke pasar membeli talas
Tak lupa membeli buah duku
Ilmu diamalkan jadi ikhlas
Agar hidup penuh makna selalu","Pergi ke pasar membeli talas
Tak lupa membeli buah duku",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.857143,11,12,10,11,0,1,0.000000,0.000000
"ilmu sejati lahir dari hening
dan hati yang tulus berniat","Ilmu sejati lahir dari hening
Hati tulus berniat, ilmu mengalir tenang",27,1636,Pantun pendidikan,"burung merpati terbang beriring
menuju senja di ufuk barat
ilmu sejati lahir dari hening
dan hati yang tulus berniat","burung merpati terbang beriring
menuju senja di ufuk barat",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.748293,1.0,11,14,11,9,2,1,0.000000,0.000000
"Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu","Jika adat sentiasa dijunjung
Hilang sengketa, hidup bersatu, rukun damai",33,4327,Pantun adat dan budaya,"Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu
Jika adat sentiasa dijunjung
Hilang sengketa hidup bersatu","Ombak beralun di Kuala Tanjung
Perahu nelayan pulang ke hulu",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.748293,1.0,11,14,11,10,2,1,0.000000,0.000000
"kepada ayah mesti hormat
kepada ibu harus berbakti","Hormat kepada ayah, berbakti kepada ibu
Jasa mereka, besar tiada tara",58,4968,Pantun bakti keluarga,"pergi ke kebun memetik tomat
bunga wangi namanya melati
kepada ayah mesti hormat
kepada ibu harus berbakti","pergi ke kebun memetik tomat
bunga wangi namanya melati",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.674969,0.714286,15,12,9,10,3,1,0.000000,0.000000
"Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa","Hidup di dunia, berbuat bakti
Kepada ibu dan bapa, kasih tak terhingga",56,6440,Pantun bakti keluarga,"Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa
Hidup di dunia buatlah bakti
Kepada ibu dan juga bapa","Terbang tinggi burung merpati
Hinggap sebentar di pohon kelapa",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,0.748293,0.857143,11,14,11,10,2,1,0.000000,0.374146
"begini nasib jadi pedagang
kadang untung kadang rugi","Nasib pedagang, kadang untung rugi
Bijak mengatur, rezeki berlimpah",66,1275,Pantun kehidupan dan renungan,"bulan berkedip bintang datang
beli sarung di pasar pagi
begini nasib jadi pedagang
kadang untung kadang rugi","bulan berkedip bintang datang
beli sarung di pasar pagi",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.833333,11,11,10,8,0,1,0.000000,0.000000
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Jagalah lisan serta hati,
Maka kedamaian akan selalu menanti.",79,1697,Pantun sosial dan kerukunan,"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati","Burung pipit hinggap di dahan
Bersiul riang di pagi hari",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.748293,0.555556,9,14,12,9,2,1,0.000000,0.000000
"Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Amanah dijunjung tuan
Bangsa teguh, tidak ternoda",74,1729,Pantun kebangsaan,"Burung serindit menyisir awan
Hinggap sebentar di dahan sena
Jika amanah dijunjung tuan
Teguhlah bangsa tidak ternoda","Burung serindit menyisir awan
Hinggap sebentar di dahan sena",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,1.0,0.714286,8,9,10,10,0,1,0.000000,0.500000
"Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya","Jika hidup mahu berteman
Ikhlas hati, kasih sayang bersemi",54,6148,Pantun persahabatan,"Sirih kuning dalam tempayan
Air jernih penuh isinya
Jika hidup mahu berteman
Ikhlaskan hati dalam segalanya","Sirih kuning dalam tempayan
Air jernih penuh isinya",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.714286,9,11,9,11,0,1,0.000000,0.000000
"Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Adat dijunjung, pusaka dikenang
Budi bahasa penyeri, negara bercahaya",28,6142,Pantun adat dan budaya,"Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara
Adat dijunjung pusaka dikenang
Budi bahasa penyeri negara","Sirih berlipat sirih pinang
Sirih dari Pulau Mutiara",Sailor2,zero_shot,Hasil Zero-shot,2,2,1,0.674969,1.0,11,15,11,11,3,1,0.000000,0.337485
"di tanah lapang kami bermain
bermain gundu juga layangan","Di tanah lapang bermain gembira,
Layangan dan gundu, kenangan abadi.",100,1986,Pantun anak-anak,"di kamar tidur teronggok cermin
cermin dipakai untuk berdandan
di tanah lapang kami bermain
bermain gundu juga layangan","di kamar tidur teronggok cermin
cermin dipakai untuk berdandan",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,1.0,11,12,10,10,0,1,0.000000,0.000000
"Kalau ingin masa depan aman
Belajarlah rajin sepenuh hati","Rajin belajar, masa depan aman cerah
Pengetahuan baik, hidup penuh cahaya",23,1637,Pantun pendidikan,"Burung merpati terbang ke taman
Hinggap sebentar di pohon jati
Kalau ingin masa depan aman
Belajarlah rajin sepenuh hati","Burung merpati terbang ke taman
Hinggap sebentar di pohon jati",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.674969,0.444444,13,14,10,11,3,1,0.000000,0.000000
"Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Jika ingin disayangi kawan
Jujur hati, setia menjadi tauladan",51,6151,Pantun persahabatan,"Sirih merah di dalam puan
Pinang muda dibelah rata
Jika hendak disayang kawan
Bersikap jujur sepanjang masa","Sirih merah di dalam puan
Pinang muda dibelah rata",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.852344,0.375,10,13,9,10,1,1,0.000000,0.000000
"Jika hati selalu ramah
Banyak sahabat datang menyapa","Jika hati selalu ramah
Sahabat datang, persahabatan tumbuh subur",52,1714,Pantun persahabatan,"Burung pipit terbang rendah
Hinggap sebentar di pohon cemara
Jika hati selalu ramah
Banyak sahabat datang menyapa","Burung pipit terbang rendah
Hinggap sebentar di pohon cemara",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,0.748293,0.75,9,14,9,10,2,1,0.000000,0.000000
"hormat guru tanda mulia
ilmu mengalir penuh berkah yakin","Hormati guru, ilmu berkah yakin
Ilmu mengalir, hidup penuh berkat",21,5560,Pantun pendidikan,"pohon kelapa di tepi telaga
daunnya melambai tertiup angin
hormat guru tanda mulia
ilmu mengalir penuh berkah yakin","pohon kelapa di tepi telaga
daunnya melambai tertiup angin",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.666667,11,11,9,11,0,1,0.000000,0.000000
"Jika ingin hidup berarti
Bersikap jujur dan lapang","Bersikap jujur dan lapang hati
Hidup berarti tanpa iri dengki",9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.714286,10,11,9,8,0,1,0.000000,0.000000
"Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Ilmu dan iman, berjalan seiring
Hidup utuh, penuh makna dan cahaya",25,5518,Pantun pendidikan,"Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh
Ilmu dan iman berjalan bersama
Hidup pun terasa penuh dan utuh","Pohon beringin tumbuh di desa
Daunnya rindang tempat berteduh",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.75,11,12,11,11,0,1,0.000000,0.000000
"Jika hidup ingin berisi budi
Hormati janji dan ucapan","Tenang hidup jangan cari salah
Membina baik hati tak gundah",5,4853,Pantun nasihat dan budi pekerti,"Pergi ke desa membawa padi
Padi ditukar dengan ikan
Jika hidup ingin berisi budi
Hormati janji dan ucapan","Pergi ke desa membawa padi
Padi ditukar dengan ikan",Sailor2,zero_shot,Hasil Zero-shot,2,2,0,1.0,0.125,10,10,11,9,0,1,0.000000,0.000000
