no,id_data_asli,jenis_pantun,pantun_asli_lengkap,sampiran_asli,isi_input_model,model,setting,setting_label,sampiran_generated,gen_line_count,isi_line_count,r_score,a_score,clr,suku_baris_1,suku_baris_2,suku_baris_3,suku_baris_4,dev_total,semantic_bridge_score_llm_1_5,score_source
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Gemini,zero_shot,Hasil Zero-shot,"Pergi melaut mencari padi
Jala ditebar hingga ke pantai",2,2,1,1.000000,0.000000,10,10,10,9,0,,manual_pending
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Gemini,few_shot,Hasil Few-shot,"Pergi ke sawah menanam padi
Menjala ikan di bawah pantai",2,2,1,1.000000,0.000000,10,10,10,9,0,3,sample300_manual
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Claude,zero_shot,Hasil Zero-shot,"Anak ayam berjalan sendiri
Induk mencari di tepi sungai",2,2,1,1.000000,0.000000,10,10,10,9,0,,manual_pending
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Claude,few_shot,Hasil Few-shot,"Kupu-kupu terbang tinggi
Sampan kecil menepi di pantai",2,2,1,1.000000,0.000000,8,10,10,9,0,,manual_pending
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Rendah hati membuat rupa diri
Selalu bahagia bersama orang banyak",2,2,0,0.748293,0.222222,11,14,10,9,2,1,auto_clr_leakage
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Pohon rindang tempat burung berkicau
Menyanyikan lagu-lagu khas petangnya",2,2,0,1.000000,0.000000,11,12,10,9,0,,manual_pending
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Sailor2,zero_shot,Hasil Zero-shot,"Syukuri nikmat sepanjang usia
Hidup penuh budi penuh ceria",2,2,0,1.000000,0.333333,11,11,10,9,0,1,auto_clr_leakage
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",Sailor2,few_shot,Hasil Few-shot,"Sawah hijau dengan kerbau berbaris,
Kerendahan hati, kebijakan tercapai.",2,2,0,0.852344,0.111111,11,13,10,9,1,1,auto_clr_leakage
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika hidup ingin penuh budi
Rendah hati jangan dilalai",2,2,1,1.000000,1.000000,10,9,10,9,0,1,auto_clr_leakage
6,5040,Pantun nasihat dan budi pekerti,"Pergi ke ladang memanen padi
Padi menguning siap dituai
Jika hidup ingin penuh budi
Rendah hati jangan dilalai","Pergi ke ladang memanen padi
Padi menguning siap dituai","Jika hidup ingin penuh budi
Rendah hati jangan dilalai",DeepSeek-R1,few_shot,Hasil Few-shot,"Bukit curam ditembus panah
Matahari tinggi langit biru",2,2,0,1.000000,0.000000,9,10,10,9,0,,manual_pending
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Chat-GPT,zero_shot,Hasil Zero-shot,"Bunga melati harum berbudi
Jauhi semak yang penuh amarah",2,2,1,1.000000,0.200000,10,11,10,12,0,1,sample300_manual
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Chat-GPT,few_shot,Hasil Few-shot,"Pohon jati tumbuh berbudi
Api marak membakar amarah",2,2,1,1.000000,0.000000,9,10,10,12,0,,manual_pending
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Gemini,zero_shot,Hasil Zero-shot,"Bunga mawar berbudi budi
Sungguh indah mekar berduri",2,2,0,1.000000,0.100000,9,9,10,12,0,1,auto_clr_leakage
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Gemini,few_shot,Hasil Few-shot,"Beli kain bertatah padi
Sungguh indah corak merah",2,2,1,1.000000,0.000000,9,8,10,12,0,,manual_pending
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Claude,zero_shot,Hasil Zero-shot,"Kancil berlari menepi
Mencari tempat teduh yang indah",2,2,1,1.000000,0.000000,8,10,10,12,0,,manual_pending
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Claude,few_shot,Hasil Few-shot,"Padi menguning di sawah kami
Rumah kayu berdiri megah",2,2,1,1.000000,0.000000,10,9,10,12,0,,manual_pending
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Angkuh dan marah merusak budi
Membuat rupa diri tercela",2,2,0,1.000000,0.300000,10,10,10,12,0,1,auto_clr_leakage
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Hutan rimba tempat hewan bergembira
Mengalami kebahagiaan hidup yang damai",2,2,0,0.674969,0.100000,12,15,10,12,3,1,sample300_manual
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Sailor2,zero_shot,Hasil Zero-shot,"Damailah hidup bersih iman
Jauh dari murka hati tenang",2,2,0,1.000000,0.200000,9,10,10,12,0,1,auto_clr_leakage
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",Sailor2,few_shot,Hasil Few-shot,"Burung merpati terbang berdua,
Angkuh sirna, harmoni pun tercipta.",2,2,0,1.000000,0.100000,10,11,10,12,0,1,auto_clr_leakage
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",2,2,1,1.000000,1.000000,10,12,10,12,0,1,auto_clr_leakage
7,5357,Pantun nasihat dan budi pekerti,"Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah
Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah","Pergi ke taman memetik kenari
Kenari jatuh ke atas tanah","Jika hidup ingin penuh budi
Rendah hati jauhi angkuh dan marah",DeepSeek-R1,few_shot,Hasil Few-shot,"Bidadari tinggal di awan
Singa tinggi di sela gunung",2,2,0,1.000000,0.000000,9,9,10,12,0,2,sample300_manual
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Chat-GPT,zero_shot,Hasil Zero-shot,"Perahu kecil menuju seberang
Jangan singgah ke rumah marah",2,2,1,1.000000,0.125000,11,9,8,9,0,1,auto_clr_leakage
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Chat-GPT,few_shot,Hasil Few-shot,"Burung bangau terbang tenang
Jangan mudah memetik getah",2,2,1,1.000000,0.250000,8,9,8,9,0,1,sample300_manual
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Gemini,zero_shot,Hasil Zero-shot,"Terbang tinggi burung kenari
Mencari makan di tengah sawah",2,2,0,1.000000,0.125000,9,10,8,9,0,1,auto_clr_leakage
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Gemini,few_shot,Hasil Few-shot,"Terbang tinggi burung elang
Singgah sebentar di kayu belah",2,2,1,1.000000,0.000000,8,10,8,9,0,,manual_pending
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Claude,zero_shot,Hasil Zero-shot,"Berjalan menuju ladang
Singgah sebentar melepas lelah",2,2,1,1.000000,0.000000,8,10,8,9,0,,manual_pending
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Claude,few_shot,Hasil Few-shot,"Layang-layang terbang melayang
Anak kecil bermain di sawah",2,2,1,1.000000,0.000000,9,10,8,9,0,4,sample300_manual
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Cari kebenaran membuat tenang
Hidup pun tak pernah sedih",2,2,0,1.000000,0.250000,11,8,8,9,0,1,auto_clr_leakage
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Kebun bunga tempat bunga bermekar
Berwarna-warni dan harum baunya",2,2,0,1.000000,0.000000,11,10,8,9,0,2,sample300_manual
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Sailor2,zero_shot,Hasil Zero-shot,"Jangan suka mencari kesalahan
Hidup tenang hati lapang",2,2,0,1.000000,0.625000,11,8,8,9,0,1,auto_clr_leakage
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",Sailor2,few_shot,Hasil Few-shot,"Taman bambu di senja nan syahdu,
Tenanglah jiwa, tiada dendam rindu.",2,2,0,1.000000,0.000000,10,12,8,9,0,,manual_pending
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika ingin hidup tenang
Jangan suka mencari salah",2,2,1,1.000000,1.000000,8,9,8,9,0,1,auto_clr_leakage
8,120,Pantun nasihat dan budi pekerti,"Air hujan turun ke ladang
Menyuburkan padi di sawah
Jika hidup ingin tenang
Jangan suka mencari salah","Air hujan turun ke ladang
Menyuburkan padi di sawah","Jika hidup ingin tenang
Jangan suka mencari salah",DeepSeek-R1,few_shot,Hasil Few-shot,"Taman kecil di balik bukit
Bunga kecil kian diingat",2,2,0,1.000000,0.000000,9,9,8,9,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Chat-GPT,zero_shot,Hasil Zero-shot,"Bunga melur semerbak mewangi
Layar terkembang menuju seberang",2,2,1,1.000000,0.000000,10,11,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Chat-GPT,few_shot,Hasil Few-shot,"Embun pagi bening berseri
Perahu panjang berlayar lapang",2,2,1,1.000000,0.142857,9,10,9,8,0,1,auto_clr_leakage
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Gemini,zero_shot,Hasil Zero-shot,"Beli kain berhias pati
Kapur sirih di atas piring",2,2,0,1.000000,0.000000,9,9,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Gemini,few_shot,Hasil Few-shot,"Bunga melur memikat hati
Tumbuh segar di padang lapang",2,2,1,1.000000,0.142857,9,9,9,8,0,1,auto_clr_leakage
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Claude,zero_shot,Hasil Zero-shot,"Pergi ke kebun memetik padi
Padi dijemur di tempat terang",2,2,1,1.000000,0.000000,10,10,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Claude,few_shot,Hasil Few-shot,"Embun pagi jatuh di bumi
Padi menguning memenuhi ladang",2,2,1,1.000000,0.000000,9,11,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Llama 3.1: 8B,zero_shot,Hasil Zero-shot,"Lapang dada membuat selalu
Berbuat baik tanpa meminta ganti",2,2,0,1.000000,0.142857,10,12,9,8,0,1,auto_clr_leakage
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Llama 3.1: 8B,few_shot,Hasil Few-shot,"Padang pasir tempat burung berkicau
Menyanyikan lagu-lagu khas petangnya",2,2,0,1.000000,0.000000,11,12,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Sailor2,zero_shot,Hasil Zero-shot,"Bersikap jujur dan lapang hati
Hidup berarti tanpa iri dengki",2,2,0,1.000000,0.714286,10,11,9,8,0,1,sample300_manual
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",Sailor2,few_shot,Hasil Few-shot,"Kicauan merdu burung di pagi hari,
Hati mulia, jiwa pun terberkahi.",2,2,0,1.000000,0.000000,12,12,9,8,0,,manual_pending
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",DeepSeek-R1,zero_shot,Hasil Zero-shot,"Jika ingin hidup berarti
Bersikap jujur dan lapang",2,2,1,1.000000,1.000000,9,8,9,8,0,1,auto_clr_leakage
9,1575,Pantun nasihat dan budi pekerti,"Burung kecil bernyanyi pagi
Di dahan pohon yang rindang
Jika ingin hidup berarti
Bersikap jujur dan lapang","Burung kecil bernyanyi pagi
Di dahan pohon yang rindang","Jika ingin hidup berarti
Bersikap jujur dan lapang",DeepSeek-R1,few_shot,Hasil Few-shot,"Rintik hujan di pagi buta
Langit kecil awan yang merang",2,2,0,1.000000,0.000000,9,9,9,8,0,,manual_pending
10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya","Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia",Chat-GPT,zero_shot,Hasil Zero-shot,"Air jernih mengalir segar
Purnama terang sepanjang usia",2,2,1,1.000000,0.333333,9,11,11,11,0,1,auto_clr_leakage
10,3176,Pantun nasihat dan budi pekerti,"Ke kebun bunga memetik mawar
Mawar merah harum baunya
Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia","Ke kebun bunga memetik mawar
Mawar merah harum baunya","Jika ingin hidup terasa segar
Syukuri nikmat sepanjang usia",Chat-GPT,few_shot,Hasil Few-shot,"Bunga mawar mekar segar
Hijau usia di tanah desa",2,2,1,1.000000,0.222222,8,10,11,11,0,1,auto_clr_leakage
